source_type,set_code,question_no,global_no,subject,topic,question_format,difficulty,legal_basis_hint,objective,draft_status,fact_check_status,question_text_draft,scenario_outline,correct_answer_text_draft,correct_rationale_points,choices_summary,sub_statements_summary,explanation_draft,fact_check_sources,fact_check_checklist,notes
original,orig_set09,11,171,管理適正化法,標識掲示,count,basic,マンションの管理の適正化の推進に関する法律 / 国土交通省資料,管理業者には標識掲示等の義務があることを確認する。,drafting,checked,標識掲示等に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,標識掲示義務、任意表示否定。,2,標識掲示義務がある / 任意ではない,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:マンション管理業者には、法に基づく標識掲示が問題となる。 / イ:標識掲示は、管理業者の完全な自由意思に委ねられている。 / ウ:標識掲示は、業者の法的地位等を外部に明らかにする趣旨を持つ。 / エ:標識掲示義務は、管理業者ではなく管理組合にだけ課される。,正解は2です。アとウが適切です。標識掲示は管理業者の法的地位等を明らかにする趣旨を持ち、任意の表示ではありません。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,標識掲示を任意にしていないか,管理適正化法の基本義務。
original,orig_set09,12,172,会計・税務,貸借対照表,single_choice,standard,貸借対照表の基礎,貸借対照表の性格を確認する。,drafting,checked,貸借対照表に関する次の記述のうち、最も適切なものはどれか。,一定時点の資産負債純資産。,2,一定時点の財政状態を示す,1:貸借対照表は、当期の収入支出差額だけを示す。 / 2:貸借対照表は、一定時点の資産、負債及び純資産の状況を示す。 / 3:貸借対照表は、将来修繕予定だけを一覧化する。 / 4:貸借対照表に未収金や未払金を記載する意味はない。,,正解は2です。貸借対照表は、一定時点の資産、負債及び純資産の状況を示す書類です。,会計の基本論点,収支報告書と混同していないか,問91の再確認版。
original,orig_set09,13,173,区分所有法,敷地利用権,precedent_fill,standard,区分所有法22条,専有部分と分離して処分できない原則を確認する。,drafting,checked,区分所有者は、その有する専有部分と分離して敷地利用権を[　]することができない。この[　]に当てはまるものとして正しいものはどれか。,分離処分禁止の文言。,4,処分できないのが原則,1:保全 / 2:占有 / 3:登録 / 4:処分,,正解は4です。区分所有者は、その有する専有部分と分離して敷地利用権を処分することができないのが原則です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,22条文言を誤っていないか,敷地利用権の条文確認。
original,orig_set09,14,174,建築・設備,消防設備,case_based,standard,消防設備維持管理実務,消防設備は設置後も継続的点検が必要なことを確認する。,drafting,checked,消防設備の維持管理に関する次の記述のうち、最も適切なものはどれか。,非常時機能確保のための点検。,1,継続的な点検と維持管理が必要,1:消防設備は、非常時に確実に機能するよう、継続的な点検と維持管理が重要である。 / 2:消防設備は設置後、点検不要である。 / 3:消防設備の管理は居住者個人だけの問題である。 / 4:消防設備の不具合は清掃だけで全て解消する。,,正解は1です。消防設備は、非常時に機能することが重要であり、継続的な点検と維持管理が必要です。,消防設備維持管理の基本論点,点検不要論を正答にしていないか,問88の標準難度版。
original,orig_set09,15,175,標準管理規約,理事会の権限,case_based,standard,マンション標準管理規約54条 / マンション標準管理規約48条,理事会で決議できる通常管理事項を確認する。,drafting,checked,理事会の権限に属する事項として最も適切なものはどれか。,軽微補修と総会事項の対比。,2,通常管理執行は理事会事項となり得る,1:規約変更を決定すること / 2:共用部分の軽微な補修の実施を決めること / 3:次年度収支予算を最終承認すること / 4:長期修繕計画を新規に作成して確定すること,,正解は2です。理事会は、通常の管理執行に関する事項として、共用部分の軽微な補修実施などを扱うことがあります。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,理事会事項と総会事項を取り違えていないか,問94の近接論点。
original,orig_set09,16,176,民法・借地借家法,保証債務,case_based,standard,民法446条2項,保証契約の書面要件を再確認する。,drafting,checked,保証契約に関する次の記述のうち、最も適切なものはどれか。,口頭保証の効力。,3,保証契約は書面で効力発生,1:保証契約は、主債務があれば常に口頭だけで有効である。 / 2:保証契約には、主債務者の承諾がなければならない。 / 3:保証契約は、書面でしなければ効力を生じない。 / 4:保証契約は、管理組合相手の契約にだけ書面が必要である。,,正解は3です。保証契約は、書面でしなければその効力を生じません。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,書面要件を落としていないか,問90の再確認版。
original,orig_set09,17,177,管理適正化法,名義貸し,combination,standard,マンションの管理の適正化の推進に関する法律 / 国土交通省資料,管理業者登録制度における名義貸し禁止の趣旨を確認する。,drafting,checked,名義貸しに関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,登録業者の信用維持、他人への利用禁止。,1,登録制度の信用維持のため名義貸し禁止,1:アとウ / 2:アとエ / 3:イとウ / 4:イとエ,ア:登録制度の適正な運用のため、名義貸しが問題となる。 / イ:登録業者は、自らの名義を他人に自由に使わせてよい。 / ウ:名義貸しの禁止は、管理組合保護や登録制度の信用維持に関わる。 / エ:名義貸しの可否は、管理組合が了承すれば自由である。,正解は1です。アとウが適切です。名義貸しの禁止は、登録制度の信用維持や管理組合保護に関わる重要な論点です。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,名義貸し容認を正答にしていないか,管理適正化法の禁止行為論点。
original,orig_set09,18,178,会計・税務,収支報告書,comparison_table,standard,収支報告書の基礎,収支報告書が一定期間の収入支出を示すことを再確認する。,drafting,checked,収支報告書に関する次の記述のうち、最も適切なものはどれか。,貸借対照表との違い。,1,一定期間の収入支出を示す,1:収支報告書は、一定期間における収入及び支出の状況を示す書類である。 / 2:収支報告書は、一定時点の資産負債だけを示す。 / 3:収支報告書では、予算や前期比較は不要である。 / 4:収支報告書は、修繕履歴だけを示す。,,正解は1です。収支報告書は、一定期間における収入及び支出の状況を示す書類です。,会計の基本論点,貸借対照表と混同していないか,問96の単一正誤版。
original,orig_set09,19,179,区分所有法,規約共用部分,single_choice,standard,区分所有法4条2項,規約共用部分の考え方を確認する。,drafting,checked,規約共用部分に関する次の記述のうち、正しいものはどれか。,附属建物等を規約で共用部分化。,2,附属建物等を規約で共用部分とし得る,1:附属建物は、規約で共用部分とすることができない。 / 2:附属建物その他の部分については、規約で共用部分と定めることがある。 / 3:規約共用部分とされた部分は、区分所有法の適用外となる。 / 4:規約共用部分にするには、専有部分面積が全て同じでなければならない。,,正解は2です。附属建物その他の部分については、規約で共用部分と定めることがあります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,附属建物を規約共用部分にできる点を落としていないか,問97の単一正誤版。
original,orig_set09,20,180,建築・設備,給水タンク,comparison_table,standard,給水設備衛生管理の基礎,給水タンクの衛生管理を確認する。,drafting,checked,給水タンクに関する次の記述のうち、最も適切なものはどれか。,清掃・点検・汚染防止。,4,汚染防止と清掃点検が重要,1:給水タンクは、一度設置すれば内部点検は不要である。 / 2:給水タンクの衛生状態は、外壁色の工夫だけで維持できる。 / 3:給水タンクでは水質管理より騒音対策だけを重視すれば足りる。 / 4:給水タンクでは、外部からの汚染防止と清掃・点検しやすさを踏まえた維持管理が重要である。,,正解は4です。給水タンクでは、外部からの汚染防止と清掃・点検を踏まえた衛生管理が重要です。,給水設備衛生管理の基本論点,点検不要論を正答にしていないか,問93の標準難度版。
original,orig_set10,1,181,標準管理規約,総会出席と代理,combination,standard,マンション標準管理規約46条,書面議決、代理人、共有者の扱いを確認する。,drafting,checked,総会出席と議決権行使に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,書面、代理、共有者一名指定。,3,書面・代理で行使可能 / 共有専有部分は一名指定,1:アとイ / 2:イとウ / 3:アとエ / 4:ウとエ,ア:組合員は、書面又は代理人によって議決権を行使することができる。 / イ:共有の専有部分では、共有者全員が別々に議決権を行使するのが原則である。 / ウ:総会に出席できない組合員は、代理人を立てることができない。 / エ:専有部分が数人の共有に属するときは、議決権を行使すべき者一名を定めるのが相当である。,正解は3です。アとエが適切です。組合員は書面又は代理人によって議決権を行使でき、共有の専有部分では議決権行使者一名を定める整理になります。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,共有者一名指定を落としていないか,問99の近接論点。
original,orig_set10,2,182,民法・借地借家法,相殺,count,standard,民法505条,相殺適状の基本を再確認する。,drafting,checked,相殺に関する次のアからエまでの記述のうち、正しいものはいくつあるか。,同種債務、弁済期、制限。,2,同種債務・弁済期が関わる,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:相殺には、双方の債務が同種の目的を有することが必要である。 / イ:双方の債務が弁済期にあることは、相殺の可否を考えるうえで重要である。 / ウ:相殺は禁止特約や法定制限があっても常に自由にできる。 / エ:相殺には常に相手方の承諾が必要である。,正解は2です。正しいのはアとイです。相殺には同種債務や相殺適状が必要であり、常に自由にできるわけではありません。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,相殺適状を誤っていないか,相殺の標準難度版。
original,orig_set10,3,183,管理適正化法,更新登録,case_based,standard,マンションの管理の適正化の推進に関する法律 / 国土交通省資料,マンション管理業者の登録が更新制であることを確認する。,drafting,checked,マンション管理業者の更新登録に関する次の記述のうち、最も適切なものはどれか。,一度登録したら永久有効ではないこと。,2,登録は更新が問題となる / 永久登録ではない,1:管理業者登録は一度受ければ永久に有効で、更新不要である。 / 2:マンション管理業者の登録には更新の問題があり、継続的に制度上の要件を満たすことが求められる。 / 3:更新登録は、管理組合の希望がある場合だけ任意で行う。 / 4:更新登録は、管理業務主任者個人の登録制度をいう。,,正解は2です。マンション管理業者の登録には更新の問題があり、継続的に法制度上の要件を満たすことが求められます。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,永久登録にしていないか,管理業者登録制度の基礎。
original,orig_set10,4,184,会計・税務,減価償却不要論点,combination,standard,管理組合会計の基本,管理組合会計に企業会計を機械適用しない姿勢を確認する。,drafting,checked,減価償却論点に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,企業会計との違い。,1,企業会計を機械適用しない / 管理組合会計の目的に即して整理,1:アとウ / 2:アとエ / 3:イとウ / 4:イとエ,ア:管理組合会計では、企業会計の考え方をそのまま機械的に当てはめるのではなく、目的に即して整理する必要がある。 / イ:管理組合会計では、全ての共用部分について必ず企業会計と同じ減価償却をしなければならない。 / ウ:減価償却論点の有無にかかわらず、貸借対照表や収支報告書の作成・読解は意味を持つ。 / エ:減価償却をしないなら、財務諸表は不要である。,正解は1です。アとウが適切です。管理組合会計では、企業会計を機械的に適用するのではなく、管理組合会計の目的に即して整理します。,管理組合会計の基本論点,企業会計の機械適用を正答にしていないか,問101の組合せ版。
original,orig_set10,5,185,区分所有法,総会決議要件,case_based,standard,区分所有法31条 / 区分所有法39条,一般議事と規約変更の決議要件差を事例で確認する。,drafting,checked,集会の一般議事と規約変更の決議要件に関する次の記述のうち、最も適切なものはどれか。,過半数と4分の3の違い。,4,一般議事は原則各過半数 / 規約変更は原則各4分の3以上,1:一般議事も規約変更も、常に全員一致で決する。 / 2:一般議事も規約変更も、常に各過半数で足りる。 / 3:一般議事は各4分の3以上、規約変更は各過半数で足りる。 / 4:一般議事は原則として各過半数、規約変更は原則として各4分の3以上で決する。,,正解は4です。一般議事は原則として区分所有者及び議決権の各過半数、規約変更は原則として各4分の3以上で決します。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,過半数と4分の3を逆転していないか,問102の事例化。
original,orig_set10,6,186,建築・設備,排水設備,combination,standard,排水設備の基礎,トラップ、通気、勾配の基本を確認する。,drafting,checked,排水設備に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,トラップ・通気・勾配。,2,トラップは臭気防止、勾配必要,1:アとイ / 2:アとウ / 3:イとエ / 4:ウとエ,ア:排水トラップは、封水によって下水臭や害虫の侵入を防止する。 / イ:通気管は、空気の流れを止めるために設ける。 / ウ:横引き排水管では、適切な勾配を確保することが重要である。 / エ:排水勾配は小さいほどよいので、水平に近いほど望ましい。,正解は2です。アとウが適切です。排水トラップは臭気等の侵入を防止し、横引き排水管には適切な勾配が必要です。,排水設備の基本論点,トラップと通気の役割を逆転していないか,排水基礎の再確認。
original,orig_set10,7,187,標準管理規約,専有部分への立入り,single_choice,standard,マンション標準管理規約23条,必要な範囲の立入り請求と正当理由による拒絶を確認する。,drafting,checked,専有部分への立入りに関する次の記述のうち、最も適切なものはどれか。,必要性・範囲・正当理由。,1,必要な範囲で請求でき、正当理由なく拒めない,1:管理を行うため必要があるときは、必要な範囲で専有部分等への立入りを請求でき、請求を受けた者は正当な理由なく拒んではならない。 / 2:専有部分への立入りは、管理上必要でも常に禁止される。 / 3:理事長は必要性がなくても自由に立ち入れる。 / 4:請求を受けた者は、理由を問わず常に拒絶できる。,,正解は1です。標準管理規約では、必要な範囲で立入りを請求でき、請求を受けた者は正当な理由なく拒めません。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,必要性・範囲・正当理由を落としていないか,問104の短文化。
original,orig_set10,8,188,民法・借地借家法,債権譲渡,combination,standard,民法466条 / 民法467条,譲渡自由原則と債務者対抗の基本を確認する。,drafting,checked,債権譲渡に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,譲渡自由原則、通知承諾。,1,債権は原則譲渡可能 / 通知又は承諾が関係,1:アとウ / 2:アとイ / 3:イとエ / 4:ウとエ,ア:債権は、その性質がこれを許さない場合を除き、譲り渡すことができる。 / イ:譲渡制限特約がある債権は、いかなる場合でも譲渡の効力を生じない。 / ウ:債権譲渡を債務者に対抗するには、通知又は承諾が関係する。 / エ:債権譲渡は、債務者の事前承諾がなければ一切できない。,正解は1です。アとウが正しいです。債権は原則譲渡可能で、債務者への対抗には通知又は承諾が関係します。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,譲渡自由原則を否定していないか,問100の再確認版。
original,orig_set10,9,189,管理適正化法,再委託規制,single_choice,standard,マンションの管理の適正化の推進に関する法律 / 国土交通省資料,管理業者による再委託には法的規制や留意点があることを確認する。,drafting,checked,再委託規制に関する次の記述のうち、最も適切なものはどれか。,全自由・全禁止ではない整理。,2,再委託には法令上の規制や留意点がある,1:管理業者は、全ての基幹的業務を自由に無制限再委託できる。 / 2:管理業者の再委託には、法令上の規制や、管理組合保護の観点からの留意が必要である。 / 3:再委託の問題は、管理適正化法とは無関係である。 / 4:再委託は、管理組合が同意すれば法律上どのような場合でも自由となる。,,正解は2です。管理業者の再委託には、法令上の規制や管理組合保護の観点からの留意が必要です。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,再委託を無制限自由としていないか,再委託論点の入口。
original,orig_set10,10,190,会計・税務,修繕積立金会計,accounting_table,advanced,標準管理規約28条 / 管理組合会計の基本,修繕積立金会計の資金性格を読解できるかを確認する。,drafting,checked,修繕積立金会計に関する次の記述のうち、最も適切なものはどれか。,将来修繕に備える資金管理。,3,将来の計画修繕等に備える資金管理,1:修繕積立金会計は、日常清掃費や電気料支払いのための会計である。 / 2:修繕積立金は、理事長判断で自由流用してよい。 / 3:修繕積立金会計は、将来の計画修繕や特別の修繕等に備える資金を管理する会計である。 / 4:修繕積立金会計は、管理組合会計区分とは無関係である。,,正解は3です。修繕積立金会計は、将来の計画修繕や特別の修繕等に備える資金を管理する会計です。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,経常費会計にしていないか,問106の読解版。
original,orig_set10,11,191,区分所有法,義務違反者への措置,combination,advanced,区分所有法57条 / 区分所有法58条 / 区分所有法59条,差止め、使用禁止、競売請求の段階を整理できるかを確認する。,drafting,checked,義務違反者への措置に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,差止め・使用禁止・競売の峻別。,4,差止め、使用禁止、競売は段階的措置 / 集会決議や裁判手続が関わる,1:アとイ / 2:アとエ / 3:イとウ / 4:ウとエ,ア:共同の利益に反する行為があれば、理事長は常に単独で直ちに競売請求できる。 / イ:使用禁止請求は、裁判手続を要せず口頭通知だけで足りる。 / ウ:共同の利益に反する行為に対しては、まず差止め等が問題となる。 / エ:共同生活上の障害が著しく、他の方法で除去困難な場合には、区分所有権等の競売請求が問題となる。,正解は4です。ウとエが正しいです。共同利益違反に対しては、差止め、使用禁止、競売請求と段階的な救済手段が設けられています。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,57条・58条・59条を混同していないか,段階構造の応用問題。
original,orig_set10,12,192,建築・設備,建築材料,single_choice,advanced,建築材料の基礎,材料選定に用途・耐久性・維持管理性が関わることを確認する。,drafting,checked,建築材料の選定に関する次の記述のうち、最も適切なものはどれか。,用途と耐久性の考慮。,3,用途・耐久性・維持管理性の考慮,1:建築材料は外観だけで選べばよい。 / 2:外部材料では耐久性を考える必要はない。 / 3:建築材料の選定では、用途、耐久性、維持管理性などを考慮することが重要である。 / 4:建築材料の違いは、維持管理にはほとんど影響しない。,,正解は3です。建築材料の選定では、用途、耐久性、維持管理性などを考慮することが重要です。,建築材料の基本論点,用途・耐久性を落としていないか,材料総論の再確認。
original,orig_set10,13,193,標準管理規約,特別の影響,case_based,advanced,区分所有法31条,特別の影響がある規約変更では承諾が必要なことを確認する。,drafting,checked,特定住戸だけに新たな高額負担を課す規約変更をする場合の手続として、最も適切なものはどれか。,承諾要件。,2,特別の影響があると承諾必要,1:特別決議だけで足り、承諾は不要である。 / 2:一部の区分所有者の権利に特別の影響を及ぼすときは、その者の承諾が必要となる。 / 3:理事会判断だけで足りる。 / 4:特別の影響かどうかは自由裁量で決めてよい。,,正解は2です。規約変更が一部の区分所有者の権利に特別の影響を及ぼすときは、その区分所有者の承諾が必要です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,承諾要件を落としていないか,承諾要件の再確認。
original,orig_set10,14,194,民法・借地借家法,契約不適合責任,single_choice,advanced,民法562条 / 民法563条,追完請求と代金減額請求の基本を応用的に確認する。,drafting,checked,契約不適合責任に関する次の記述のうち、最も適切なものはどれか。,追完請求と代金減額請求。,4,追完請求・代金減額請求が問題となる,1:契約不適合があっても、買主は修補等を求められない。 / 2:代金減額請求は契約不適合責任と無関係である。 / 3:売主が不適合を知っていた場合でも、買主は何ら請求できない。 / 4:契約不適合があるときは、一定の場合に追完請求や代金減額請求が問題となる。,,正解は4です。契約不適合があるときは、追完請求や一定の場合の代金減額請求などが問題となります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,追完請求・代金減額請求を否定していないか,契約不適合責任の応用整理。
original,orig_set10,15,195,管理適正化法,監督処分,count,advanced,マンションの管理の適正化の推進に関する法律 / 国土交通省資料,管理業者に対する監督処分等の存在を確認する。,drafting,checked,監督処分に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,法令違反に対する処分制度。,2,監督処分制度がある / 法令違反への対応がある,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:マンション管理業者には、法令違反等に対する監督処分が問題となる。 / イ:監督処分制度は存在せず、登録後は一切行政関与がない。 / ウ:監督処分は、管理組合保護や制度適正化の観点から設けられている。 / エ:監督処分の有無は、管理業者が自由に決める。,正解は2です。アとウが適切です。マンション管理業者には、法令違反等に対する監督処分制度があり、管理組合保護や制度適正化に関わります。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,監督処分制度を否定していないか,管理適正化法の行政監督論点。
original,orig_set10,16,196,会計・税務,未収入金,single_choice,basic,管理組合会計の基本,未収入金の意味を確認する。,drafting,checked,未収入金に関する次の記述のうち、最も適切なものはどれか。,既発生未回収収入。,3,既に発生しているが未回収の収入,1:将来支払う費用を表す。 / 2:将来期間分を先にもらった収入を表す。 / 3:既に発生しているが、まだ回収していない収入を表す。 / 4:会計上無視してよい。,,正解は3です。未収入金は、既に発生しているがまだ回収していない収入を表します。,管理組合会計の基本論点,未払金や前受金と混同していないか,問111の単一正誤版。
original,orig_set10,17,197,区分所有法,一部滅失と建替え,precedent_fill,basic,区分所有法61条 / 区分所有法62条,一部滅失後の復旧と建替えの区別を文言で確認する。,drafting,checked,共用部分の一部滅失後には、その[　]をするかどうかが問題となり、建替えはこれと別の決議事項である。この[　]に当てはまるものとして正しいものはどれか。,復旧の語句確認。,1,復旧が問題となる,1:復旧 / 2:登記 / 3:占有移転 / 4:清算,,正解は1です。一部滅失後には、その復旧をするかどうかがまず問題となり、建替えは別の決議事項です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,復旧と建替えを混同していないか,一部滅失論点の文言確認。
original,orig_set10,18,198,建築・設備,断熱結露,case_based,basic,住宅の断熱・換気の基礎,断熱と換気の両面対策を基本レベルで確認する。,drafting,checked,結露対策として最も適切なものはどれか。,断熱性向上と換気確保。,3,断熱性向上と換気確保が基本,1:換気設備を停止する。 / 2:外気温だけを見ればよく、断熱や湿気は考えない。 / 3:断熱性を見直すとともに、適切な換気を確保する。 / 4:家具配置変更だけで十分である。,,正解は3です。結露対策では、断熱性の向上と適切な換気確保を組み合わせることが基本です。,https://www.mlit.go.jp/jutakukentiku/build/jutakukentiku_house_fr_000108.html,換気停止を正答にしていないか,問108の基礎版。
original,orig_set10,19,199,標準管理委託契約書・指針,情報開示,single_choice,basic,マンション標準管理委託契約書 / 国土交通省資料,管理委託関係では管理組合への情報開示が重要であることを確認する。,drafting,checked,標準管理委託契約書・指針に照らし、情報開示に関する次の記述のうち、最も適切なものはどれか。,管理組合への説明・報告の重要性。,2,管理組合への情報開示・説明が重要,1:管理受託者は、管理組合に対して業務情報を一切示す必要がない。 / 2:管理委託の適正な運営には、管理組合に対する必要な情報開示や説明が重要である。 / 3:情報開示は、管理組合が要求したときだけ任意に行えば足りる。 / 4:情報開示は、管理受託者個人の秘密保持のため原則禁止される。,,正解は2です。標準管理委託契約書・指針の考え方では、管理組合に対する必要な情報開示や説明が適正な運営に重要です。,https://www.mlit.go.jp/jutakukentiku/house/content/001379115.pdf,情報開示否定を正答にしていないか,標準管理委託契約書パートの入口。
original,orig_set10,20,200,標準管理規約,役員の任務,combination,basic,マンション標準管理規約35条 / マンション標準管理規約37条,理事長・監事の役割を基本レベルで再確認する。,drafting,checked,役員の任務に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,代表・監査。,1,理事長は代表・統括、監事は監査,1:アとウ / 2:アとエ / 3:イとウ / 4:イとエ,ア:理事長は、管理組合を代表し、その業務を統括する。 / イ:監事は、理事長の指揮下で日常業務を執行する。 / ウ:監事は、管理組合の業務執行状況や財産状況を監査する。 / エ:理事は理事会の構成員ではない。,正解は1です。アとウが適切です。理事長は代表・統括し、監事は監査を行います。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,監事を執行役にしていないか,問114の基礎版。
original,orig_set11,1,201,民法・借地借家法,使用貸借,case_based,basic,民法593条の2 / 民法595条,書面によらない使用貸借の解除と通常必要費を確認する。,drafting,checked,使用貸借に関する次の記述のうち、最も適切なものはどれか。,引渡前解除と通常必要費。,1,書面によらない使用貸借は引渡前解除があり得る,1:書面によらない使用貸借では、目的物の引渡し前であれば解除が問題となる。 / 2:通常必要費は常に貸主が負担する。 / 3:第三者に自由に使用収益させてよい。 / 4:使用貸借は有償契約である。,,正解は1です。書面によらない使用貸借は、引渡し前であれば解除することができます。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,593条の2を誤っていないか,使用貸借の基礎版。
original,orig_set11,2,202,管理適正化法,管理計画認定制度,combination,basic,管理計画認定制度 / 国土交通省資料,管理計画認定制度がマンション管理適正化の一環であることを確認する。,drafting,checked,管理計画認定制度に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,適正管理促進の制度趣旨。,3,適正管理促進の制度 / 計画的管理を後押し,1:アとイ / 2:イとウ / 3:アとエ / 4:ウとエ,ア:管理計画認定制度は、マンションの管理適正化を促進する制度の一つである。 / イ:管理計画認定制度は、マンション管理と無関係の制度である。 / ウ:管理計画認定制度では、計画的管理の視点は問題とならない。 / エ:管理計画認定制度は、管理組合の管理水準向上を後押しする趣旨を持つ。,正解は3です。アとエが適切です。管理計画認定制度は、マンションの管理適正化や管理水準向上を後押しする趣旨を持ちます。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000280.html,制度趣旨を誤っていないか,管理適正化法の新しめ論点。
original,orig_set11,3,203,会計・税務,源泉徴収,comparison_table,standard,管理組合税務の基本,源泉徴収は支払内容ごとに個別判断が必要なことを確認する。,drafting,checked,源泉徴収に関する次の記述のうち、最も適切なものはどれか。,一律必要・不要を避ける。,2,支払内容ごとの個別判断,1:支払内容を問わず、全て源泉徴収不要である。 / 2:源泉徴収の要否は、支払内容等に応じて個別に整理して検討する必要がある。 / 3:支払内容を問わず、全て源泉徴収が必要である。 / 4:会計科目名だけで源泉徴収の要否が決まる。,,正解は2です。源泉徴収の要否は、支払内容等に応じて個別に整理して検討する必要があります。,管理組合税務の基本論点,一律必要・不要論を正答にしていないか,問116の単一正誤版。
original,orig_set11,4,204,区分所有法,管理者,single_choice,standard,区分所有法25条 / 区分所有法26条,管理者の選任と役割を確認する。,drafting,checked,管理者に関する次の記述のうち、最も適切なものはどれか。,規約又は集会決議で選任、保存行為。,1,規約又は集会決議で選任 / 保存行為・決議実行,1:管理者は、規約又は集会の決議により選任され、共用部分の保存や集会決議の実行等を担う。 / 2:管理者は全員一致でしか選任できない。 / 3:管理者には代表権も保存行為権限もない。 / 4:管理者は専有部分の処分を自由に決められる。,,正解は1です。管理者は規約又は集会の決議で選任され、共用部分の保存や集会決議の実行等を担います。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,25条・26条の基本を落としていないか,管理者論点の標準版。
original,orig_set11,5,205,建築・設備,エレベーター保守,comparison_table,standard,昇降機保守契約実務,POG契約とFM契約の違いを再確認する。,drafting,checked,エレベーター保守契約に関する次の記述のうち、最も適切なものはどれか。,POGとFMの違い。,4,POGは点検中心、FMは修理費等込みが多い,1:POG契約とFM契約に違いはない。 / 2:POG契約は全面更新費用まで含む。 / 3:FM契約は点検だけを対象とする。 / 4:POG契約は点検・調整中心、FM契約は通常の修理費等を含む形が多い。,,正解は4です。POG契約は点検・調整中心、FM契約は通常の修理費等を含む包括型であることが多いです。,https://www.mlit.go.jp/jutakukentiku/build/house_maintenance.html,POGとFMを逆転していないか,保守契約の再確認。
