record_id,source_kind,source_file,source_question_id,source_exam_code,source_exam_year,source_set_code,source_question_no,source_choice_label,subject,topic,question_type_original,question_type_marubatsu,statement_text,answer_bool,answer_label,explanation_text,legal_basis,rewrite_note,review_status
official_h19_q21_c1,official,管理業務主任者問題確認一覧.csv,h19_q21,h19,平成19年度,,21,1,建築・設備,非常用照明,single_choice,true_false,共同住宅では、住戸内に非常用の照明装置を設けない設計とすることができる場合がある。,1,○,この記述は正しいです。共同住宅の住戸内は、原則として非常用照明の設置対象外として扱われる場面があります。,建築基準法関係法令,原文の趣旨を保って簡潔化。,rewritten
official_h19_q21_c2,official,管理業務主任者問題確認一覧.csv,h19_q21,h19,平成19年度,,21,2,建築・設備,非常用照明の照度基準,single_choice,true_false,非常用照明が必要な部分は、蛍光灯の間接照明とし、床面から1mの高さで2ルクス以上の照度を確保しなければならない。,0,×,この記述は誤りです。非常用照明の照明方式や照度基準について、この説明は建築基準法上の基準と一致していません。,建築基準法関係法令,誤答肢の構造をそのまま一問一答へ転写。,rewritten
official_h19_q21_c3,official,管理業務主任者問題確認一覧.csv,h19_q21,h19,平成19年度,,21,3,建築・設備,予備電源の自動切替え,single_choice,true_false,非常用照明装置の予備電源は、常用電源が断たれたときに自動的に切り替わって接続され、常用電源が復旧したときには自動的に復帰するものでなければならない。,1,○,この記述は正しいです。予備電源は、停電時と復旧時の自動切替えが求められます。,建築基準法関係法令,条件文をそのまま自然化。,rewritten
official_h19_q21_c4,official,管理業務主任者問題確認一覧.csv,h19_q21,h19,平成19年度,,21,4,建築・設備,照度測定方法,single_choice,true_false,非常用照明装置の水平面照度は、十分に補正された低照度測定用照度計を用いる物理測定方法によって測定しなければならない。,1,○,この記述は正しいです。照度測定は、低照度測定用照度計を用いる物理測定方法で行う必要があります。,建築基準法関係法令,測定方法をそのまま活用。,rewritten
official_h19_q23_c1,official,管理業務主任者問題確認一覧.csv,h19_q23,h19,平成19年度,,23,1,建築・設備,給排水衛生設備の数値基準,single_choice,true_false,飲料水の配管設備における逆流防止のための水槽や流しのあふれ縁と水栓の垂直距離は、建築基準法関係法令で具体的数値が明示されている。,0,×,この記述は誤りです。この形では、建築基準法関係法令で具体的数値が明示されているものとして扱われません。,建築基準法関係法令,「具体的数値が明示」を判断軸にした。,rewritten
official_h19_q23_c2,official,管理業務主任者問題確認一覧.csv,h19_q23,h19,平成19年度,,23,2,建築・設備,通気管の有効断面積,single_choice,true_false,給水タンクに設置する通気管の有効断面積は、建築基準法関係法令で具体的数値が明示されている。,0,×,この記述は誤りです。この形では、通気管の有効断面積が具体的数値で直接明示されているものとして扱われません。,建築基準法関係法令,原設問の判断軸を保持。,rewritten
official_h19_q23_c3,official,管理業務主任者問題確認一覧.csv,h19_q23,h19,平成19年度,,23,3,建築・設備,点検用マンホール,single_choice,true_false,給水タンクに設置する点検用マンホールに内接する円の直径については、建築基準法関係法令で具体的数値基準が明示されている。,1,○,この記述は正しいです。給水タンクの点検用マンホールに内接する円の直径には、具体的な数値基準があります。,建築基準法関係法令,正答肢をそのまま自然化。,rewritten
official_h19_q23_c4,official,管理業務主任者問題確認一覧.csv,h19_q23,h19,平成19年度,,23,4,建築・設備,屋外排水と管径,single_choice,true_false,屋外排水の容量と管径の関係は、建築基準法関係法令でこの設問の趣旨どおりに具体的数値が明示されている。,0,×,この記述は誤りです。この形では、屋外排水の容量と管径の関係が具体的数値で直接明示されているものとして扱われません。,建築基準法関係法令,元の出題趣旨に寄せた言い換え。,rewritten
official_h19_q24_c1,official,管理業務主任者問題確認一覧.csv,h19_q24,h19,平成19年度,,24,1,建築・設備,排気フードの材料,single_choice,true_false,火を使用する設備又は器具の近くに排気フードを有する排気筒を設ける場合、排気フードは不燃材料で造らなければならない。,1,○,この記述は正しいです。排気フードは、不燃材料で造る必要があります。,建築基準法関係法令,定型的な法令文なのでそのまま採用。,rewritten
official_h19_q24_c2,official,管理業務主任者問題確認一覧.csv,h19_q24,h19,平成19年度,,24,2,建築・設備,換気扇設置時の給気口高さ,single_choice,true_false,換気上有効な排気のための換気扇を設けた場合、給気口の設置高さに対する数値上の制限はない。,1,○,この記述は正しいです。換気扇を設けた場合については、この点で数値上の制限はないと整理されます。,建築基準法関係法令,条文の要点を短く保持。,rewritten
official_h19_q24_c3,official,管理業務主任者問題確認一覧.csv,h19_q24,h19,平成19年度,,24,3,建築・設備,有効換気量,single_choice,true_false,煙突や排気フードを設けず、排気口又は排気筒に換気扇等を設けた場合に必要な有効換気量は、理論廃ガス量と燃料消費量に基づく一定の算式によって求められる。,1,○,この記述は正しいです。有効換気量は、理論廃ガス量と燃料消費量に基づく算式で求める考え方が採られています。,建築基準法関係法令,長い算式は趣旨が伝わる形に要約。,rewritten
official_h19_q24_c4,official,管理業務主任者問題確認一覧.csv,h19_q24,h19,平成19年度,,24,4,建築・設備,大臣認定と有効換気量,single_choice,true_false,火を使用する設備又は器具について、室内の酸素含有率をおおむね15%以上に保つ換気ができるものとして国土交通大臣の認定を受けていれば、有効換気量についての規制は一切受けない。,0,×,この記述は誤りです。国土交通大臣の認定を受けた機器であっても、有効換気量について一切の規制を受けないわけではありません。,建築基準法関係法令,「一切受けない」を誤りの核にした。,rewritten
official_h19_q25_c1,official,管理業務主任者問題確認一覧.csv,h19_q25,h19,平成19年度,,25,1,建築・設備,平面自走式駐車場,single_choice,true_false,平面自走式駐車場では、普通自動車1台当たりの利用面積は2.0m×5.0mで足りる。,0,×,この記述は誤りです。平面自走式駐車場の1台当たり利用面積の説明としては不十分です。,駐車場設備の実務論点,数値断定をそのまま×文化。,rewritten
official_h19_q25_c2,official,管理業務主任者問題確認一覧.csv,h19_q25,h19,平成19年度,,25,2,建築・設備,立体自走式駐車場,single_choice,true_false,立体自走式駐車場は、駐車区画まで車が自走して出入りする2階建て以上の立体構造の駐車場であり、建築基準法上の建築物に該当する。,1,○,この記述は正しいです。立体自走式駐車場は、複数階の立体構造物として建築基準法上の建築物に該当します。,建築基準法・駐車場設備実務,正答肢をそのまま採用。,rewritten
official_h19_q25_c3,official,管理業務主任者問題確認一覧.csv,h19_q25,h19,平成19年度,,25,3,建築・設備,二段式・多段式駐車場,single_choice,true_false,二段式・多段式の機械式駐車場は、屋根の有無を問わず、常に建築基準法上の建築物に該当する。,0,×,この記述は誤りです。二段式・多段式が屋根の有無を問わず当然に建築物となるとする説明は適切ではありません。,建築基準法・駐車場設備実務,「常に」を誤りの核として残した。,rewritten
official_h19_q25_c4,official,管理業務主任者問題確認一覧.csv,h19_q25,h19,平成19年度,,25,4,建築・設備,機械式駐車装置の保守点検,single_choice,true_false,すべての機械式駐車装置について、建築基準法で一律の保守点検基準が定められている。,0,×,この記述は誤りです。すべての機械式駐車装置について、建築基準法で一律の保守点検基準が定められているわけではありません。,建築基準法・駐車場設備実務,一律論をそのまま×文化。,rewritten
official_h19_q46_c1,official,管理業務主任者問題確認一覧.csv,h19_q46,h19,平成19年度,,46,1,管理適正化法,管理の主体,single_choice,true_false,マンションの管理の主体は、管理組合から管理事務の委託を受けたマンション管理業者である。,0,×,この記述は誤りです。マンション管理の主体は管理組合であり、管理業者ではありません。,マンション管理適正化指針,主体を取り違えた記述として整理。,rewritten
official_h19_q46_c2,official,管理業務主任者問題確認一覧.csv,h19_q46,h19,平成19年度,,46,2,管理適正化法,区分所有者等の役割,single_choice,true_false,管理組合を構成する区分所有者等は、管理組合の一員としての役割を十分認識し、運営に関心を持ち、積極的に参加するよう努める必要がある。,1,○,この記述は正しいです。管理適正化指針の基本的方向では、区分所有者等の主体的参加が重要とされています。,マンションの管理の適正化に関する指針,正答肢をそのまま自然化。,rewritten
official_h19_q46_c3,official,管理業務主任者問題確認一覧.csv,h19_q46,h19,平成19年度,,46,3,管理適正化法,管理業者の主体性,single_choice,true_false,マンション管理の主体は管理業者であり、管理業者が主体性をもって適切な対応をすることが、基本的方向として定められている。,0,×,この記述は誤りです。管理適正化指針は、管理の主体をマンション管理業者に置いていません。,マンションの管理の適正化に関する指針,1と3の共通誤りを見える形に整理。,rewritten
official_h19_q46_c4,official,管理業務主任者問題確認一覧.csv,h19_q46,h19,平成19年度,,46,4,管理適正化法,マンション管理士支援体制,single_choice,true_false,マンションの管理の適正化の基本的方向として、マンション管理士が必要な情報提供等を行うよう支援体制を整備・強化することが定められている。,0,×,この記述は誤りです。この表現は、管理適正化指針の「基本的方向」の定めと一致しません。,マンションの管理の適正化に関する指針,元の誤答肢をそのまま×文化。,rewritten
official_h19_q31_c1,official,管理業務主任者問題確認一覧.csv,h19_q31,h19,平成19年度,,31,1,標準管理規約,組合員名簿と個人情報,single_choice,true_false,理事会が、組合員の氏名、部屋番号、電話番号、勤務先を記載した名簿を、本人の同意なく全組合員へ配布することは適切である。,0,×,この記述は誤りです。氏名や部屋番号に加えて電話番号や勤務先まで記載した名簿を、本人同意なく全組合員へ配布することは、個人情報の取扱いとして問題があります。,個人情報保護・管理組合実務,「適切である」に変換して×文化。,rewritten
official_h19_q31_c2,official,管理業務主任者問題確認一覧.csv,h19_q31,h19,平成19年度,,31,2,標準管理規約,苦情調査アンケート,single_choice,true_false,理事会が、ペットや騒音に関する苦情調査のため、部屋番号と氏名欄を設けたアンケート用紙を全居住者に配布することは、目的との関連性があり得る行為である。,1,○,この記述は正しいです。苦情調査アンケートの配布は、目的との関連性があり得る理事会の行為です。,管理組合運営実務,元解説の「目的との関連性」をそのまま活用。,rewritten
official_h19_q31_c3,official,管理業務主任者問題確認一覧.csv,h19_q31,h19,平成19年度,,31,3,標準管理規約,監視カメラ映像の提出,single_choice,true_false,理事会が、エレベーター内で発生した事件について、警察の求めに応じて監視カメラの映像記録を提出することは、目的との関連性があり得る行為である。,1,○,この記述は正しいです。警察の求めに応じて映像記録を提出することは、目的との関連性があり得る対応です。,管理組合運営実務,「警察」を補って自然化。,rewritten
official_h19_q31_c4,official,管理業務主任者問題確認一覧.csv,h19_q31,h19,平成19年度,,31,4,標準管理規約,水漏れ事故の原因調査,single_choice,true_false,理事会が、水漏れ事故の原因調査のため、被害者宅のほか原因箇所と思われる住戸への立入りを請求することは、目的との関連性があり得る行為である。,1,○,この記述は正しいです。水漏れ事故の原因調査のための立入り請求は、目的との関連性があり得る行為です。,標準管理規約・実務,元文をほぼ維持。,rewritten
official_h19_q32_c1,official,管理業務主任者問題確認一覧.csv,h19_q32,h19,平成19年度,,32,1,標準管理規約,専門家相談費用,single_choice,true_false,弁護士や一級建築士等の専門家に相談する場合の費用は、管理費から支出する。,1,○,この記述は正しいです。専門家への相談費用は、管理費から支出する整理が標準管理規約に整合します。,マンション標準管理規約,短く自然な断定文へ整理。,rewritten
official_h19_q32_c2,official,管理業務主任者問題確認一覧.csv,h19_q32,h19,平成19年度,,32,2,標準管理規約,建替え合意形成調査費用,single_choice,true_false,マンション建替えの合意形成に必要な事項の調査費用は、管理費から支出する。,0,×,この記述は誤りです。建替え合意形成のための調査費用は、標準管理規約上、管理費ではなく修繕積立金から支出する整理が基本です。,マンション標準管理規約,不適切肢をそのまま×文化。,rewritten
official_h19_q32_c3,official,管理業務主任者問題確認一覧.csv,h19_q32,h19,平成19年度,,32,3,標準管理規約,長期修繕計画作成費用,single_choice,true_false,長期修繕計画の作成又は変更に要する費用は、管理費又は修繕積立金から支出することができる。,1,○,この記述は正しいです。長期修繕計画の作成や変更に要する費用は、管理費又は修繕積立金から支出する整理に整合します。,マンション標準管理規約,元文をほぼそのまま採用。,rewritten
official_h19_q32_c4,official,管理業務主任者問題確認一覧.csv,h19_q32,h19,平成19年度,,32,4,標準管理規約,共用自動ドア補修費,single_choice,true_false,エントランスの共用自動ドアが故障した際の補修費は、管理費から支出する。,1,○,この記述は正しいです。共用自動ドアの補修費は、管理費から支出する整理に整合します。,マンション標準管理規約,定型的な管理費支出論点として整理。,rewritten
official_h19_q34_c1,official,管理業務主任者問題確認一覧.csv,h19_q34,h19,平成19年度,,34,1,標準管理規約,委任状のない配偶者,single_choice,true_false,総会議長が、組合員の配偶者であると称する者に委任状の提出がない場合、会場から退場を促すことは、標準管理規約上許容される場面がある。,1,○,この記述は正しいです。委任状のない配偶者に退場を促すことは、運営上許容される場面があります。,マンション標準管理規約,元解説の評価をそのまま明文化。,rewritten
official_h19_q34_c2,official,管理業務主任者問題確認一覧.csv,h19_q34,h19,平成19年度,,34,2,標準管理規約,議長の決裁権,single_choice,true_false,総会で可否同数となった場合、議長は自分の判断で決裁権を行使し、議案を可決とすることができる。,0,×,この記述は誤りです。総会議長には、可否同数の場合に自らの判断で可決にするような決裁権は認められていません。,マンション標準管理規約,不適切肢をそのまま×文化。,rewritten
official_h19_q34_c3,official,管理業務主任者問題確認一覧.csv,h19_q34,h19,平成19年度,,34,3,標準管理規約,長時間審議の打切り,single_choice,true_false,総会議長が、ある議案の審議が合理的限度を超えて長時間に及んだため、質疑討論を打ち切って採決することは、標準管理規約上許容される場面がある。,1,○,この記述は正しいです。合理的限度を超えて長時間に及ぶ審議を打ち切って採決することは、運営上許容される場面があります。,マンション標準管理規約,解説の趣旨を一問一答へ変換。,rewritten
official_h19_q34_c4,official,管理業務主任者問題確認一覧.csv,h19_q34,h19,平成19年度,,34,4,標準管理規約,理事長と議長,single_choice,true_false,理事長が、議長を選任する手続を経ずに自ら議長を務めることは、標準管理規約上許容される場面がある。,1,○,この記述は正しいです。理事長が自ら議長を務める扱いは、運営上許容される場面があります。,マンション標準管理規約,元解説の評価を明文化。,rewritten
official_h19_q36_c1,official,管理業務主任者問題確認一覧.csv,h19_q36,h19,平成19年度,,36,1,区分所有法,管理組合法人の範囲,single_choice,true_false,法人となることができる管理組合は、1棟の区分所有者全員で構成する管理組合に限られる。,0,×,この記述は誤りです。法人化できる管理組合が、1棟の全員構成の場合に限られるわけではありません。,区分所有法,限定しすぎる点をそのまま誤りの核にした。,rewritten
official_h19_q36_c2,official,管理業務主任者問題確認一覧.csv,h19_q36,h19,平成19年度,,36,2,区分所有法,法人化と規約,single_choice,true_false,管理組合が法人になるには、法人専用の規約を別に定めなければならない。,0,×,この記述は誤りです。法人化のために、別個の法人専用規約が必須というわけではありません。,区分所有法,元解説に合わせて簡潔化。,rewritten
official_h19_q36_c3,official,管理業務主任者問題確認一覧.csv,h19_q36,h19,平成19年度,,36,3,区分所有法,理事と管理者,single_choice,true_false,管理組合法人では、理事のほかに別途管理者を置くことができる。,0,×,この記述は誤りです。理事のほかに別途管理者を置くという理解は、区分所有法の仕組みと合いません。,区分所有法,誤りの中心だけ残した。,rewritten
official_h19_q36_c4,official,管理業務主任者問題確認一覧.csv,h19_q36,h19,平成19年度,,36,4,区分所有法,保険金請求の主体,single_choice,true_false,管理組合法人は、共用部分に関する損害保険契約に基づく損害保険金の請求及び受領を、自ら行うことができる。,1,○,この記述は正しいです。管理組合法人は、保険金請求や受領を法人自身の名で行うことができます。,区分所有法,正答肢をそのまま自然化。,rewritten
official_h19_q44_c1,official,管理業務主任者問題確認一覧.csv,h19_q44,h19,平成19年度,,44,1,品確法・建替円滑化法等,建替組合の定款,single_choice,true_false,マンション建替組合の定款には、事業に要する経費の分担に関する事項を定めなければならない。,1,○,この記述は正しいです。マンション建替組合の定款には、事業に要する経費の分担に関する事項を定める必要があります。,マンション建替円滑化法,正答肢をそのまま採用。,rewritten
official_h19_q44_c2,official,管理業務主任者問題確認一覧.csv,h19_q44,h19,平成19年度,,44,2,品確法・建替円滑化法等,建替組合の設立認可,single_choice,true_false,マンション建替組合の設立には、国土交通大臣の認可を受けなければならない。,0,×,この記述は誤りです。設立認可権者を国土交通大臣とする説明は適切ではありません。,マンション建替円滑化法,誤りの中心を簡潔化。,rewritten
official_h19_q44_c3,official,管理業務主任者問題確認一覧.csv,h19_q44,h19,平成19年度,,44,3,品確法・建替円滑化法等,権利変換計画の決議要件,single_choice,true_false,マンション建替組合が権利変換計画を定めるには、組合員の4分の3以上の賛成による総会決議が必要である。,0,×,この記述は誤りです。権利変換計画の決議要件について、この説明は正確ではありません。,マンション建替円滑化法,元の誤答肢をそのまま×文化。,rewritten
official_h19_q44_c4,official,管理業務主任者問題確認一覧.csv,h19_q44,h19,平成19年度,,44,4,品確法・建替円滑化法等,個人施行者,single_choice,true_false,マンション建替事業を施行できるのはマンション建替組合のみであり、個人施行者として行うことはできない。,0,×,この記述は誤りです。マンション建替事業は、個人施行者として行うことができる場合もあります。,マンション建替円滑化法,個人施行の可能性が見えるように整理。,rewritten
official_h19_q37_c1,official,管理業務主任者問題確認一覧.csv,h19_q37,h19,平成19年度,,37,1,区分所有法,全部滅失と再建決議,single_choice,true_false,マンションが全部滅失した場合には、再建決議をすることはできるが、建替え決議をすることはできない。,1,○,この記述は正しいです。全部滅失の場合は再建決議の場面となり、建替え決議とは整理が異なります。,区分所有法・被災区分所有建物特別措置法,元文をそのまま採用。,rewritten
official_h19_q37_c2,official,管理業務主任者問題確認一覧.csv,h19_q37,h19,平成19年度,,37,2,区分所有法,大規模滅失後の6か月経過,single_choice,true_false,滅失した部分の価格が建物価格の2分の1を超える場合には、滅失の日から6か月を経過すると、復旧決議も建替え決議もできないことがある。,1,○,この記述は正しいです。大規模滅失後の経過期間によっては、復旧決議や建替え決議ができないことがあります。,区分所有法・被災区分所有建物特別措置法,条件文をそのまま活用。,rewritten
official_h19_q37_c3,official,管理業務主任者問題確認一覧.csv,h19_q37,h19,平成19年度,,37,3,区分所有法,小規模滅失と建替え決議,single_choice,true_false,滅失した部分の価格が建物価格の2分の1以下である場合には、復旧決議はできるが、建替え決議をすることはできない。,0,×,この記述は誤りです。滅失部分の価格が建物価格の2分の1以下であっても、要件を満たせば建替え決議が全くできないわけではありません。,区分所有法・被災区分所有建物特別措置法,誤答肢をそのまま×文化。,rewritten
official_h19_q37_c4,official,管理業務主任者問題確認一覧.csv,h19_q37,h19,平成19年度,,37,4,区分所有法,大規模滅失と復旧・建替え,single_choice,true_false,滅失した部分の価格が建物価格の2分の1を超える場合には、滅失した共用部分の復旧決議をすることも、建替え決議をすることもできる。,1,○,この記述は正しいです。大規模滅失の場合には、復旧決議と建替え決議の双方が問題となり得ます。,区分所有法・被災区分所有建物特別措置法,元文を維持。,rewritten
official_h19_q38_c1,official,管理業務主任者問題確認一覧.csv,h19_q38,h19,平成19年度,,38,1,区分所有法,団地内建物の建替え決議,single_choice,true_false,団地内建物の建替え決議については、一括建替え決議の場合も特定建物のみを建て替える場合も、すべての建物が区分所有建物でなければならない。,0,×,この記述は誤りです。団地内建物の建替えで、すべての建物が区分所有建物でなければ一切できないとまではいえません。,区分所有法,誤答肢をそのまま×文化。,rewritten
official_h19_q38_c2,official,管理業務主任者問題確認一覧.csv,h19_q38,h19,平成19年度,,38,2,区分所有法,一括建替え決議の敷地共有要件,single_choice,true_false,団地内建物の敷地が、その団地内建物の区分所有者全員の共有になっている場合でなければ、一括建替え決議はできない。,1,○,この記述は正しいです。一括建替え決議には、敷地共有要件が問題となります。,区分所有法,条件文をそのまま採用。,rewritten
official_h19_q38_c3,official,管理業務主任者問題確認一覧.csv,h19_q38,h19,平成19年度,,38,3,区分所有法,棟別管理規約と一括建替え,single_choice,true_false,規約で団地内の区分所有建物の管理を棟別の管理組合で行うこととしている場合、その規約を改正しなければ一括建替え決議はできない。,1,○,この記述は正しいです。棟別管理規約との関係で、一括建替え決議の前に規約改正が必要となる場合があります。,区分所有法,元文をそのまま自然化。,rewritten
official_h19_q38_c4,official,管理業務主任者問題確認一覧.csv,h19_q38,h19,平成19年度,,38,4,区分所有法,特定建物の建替えと団地総会,single_choice,true_false,団地内の特定の建物のみで建替え決議をする場合でも、団地総会での建替え承認決議が別途必要である。,1,○,この記述は正しいです。特定建物のみの建替えの場合でも、団地総会での承認決議が別途必要となります。,区分所有法,制度の二段構造が見える文として採用。,rewritten
official_h19_q40_c1,official,管理業務主任者問題確認一覧.csv,h19_q40,h19,平成19年度,,40,1,宅建業法,重要事項説明者,single_choice,true_false,マンションの買主が宅地建物取引業者であれば、重要事項説明は宅地建物取引士でない従業員に行わせてもよい。,0,×,この記述は誤りです。買主が宅地建物取引業者であっても、重要事項説明者は宅地建物取引士でなければなりません。,宅地建物取引業法35条,「でない従業員でもよい」を誤りの核にした。,rewritten
official_h19_q40_c2,official,管理業務主任者問題確認一覧.csv,h19_q40,h19,平成19年度,,40,2,宅建業法,重要事項説明書の交付,single_choice,true_false,買主の承諾があれば、重要事項説明書の交付を省略することができる。,0,×,この記述は誤りです。買主の承諾があっても、重要事項説明書の交付を省略することはできません。,宅地建物取引業法35条,省略可とする点を誤りの核にした。,rewritten
official_h19_q40_c3,official,管理業務主任者問題確認一覧.csv,h19_q40,h19,平成19年度,,40,3,宅建業法,引渡し時期が未定の場合,single_choice,true_false,マンションの引渡し時期が未定である場合には、その事項について確定的な説明をしないことは、宅地建物取引業法35条に違反しない。,1,○,この記述は正しいです。引渡し時期が定まっていないなら、その趣旨で説明することになり、未定事項について断定的に説明する必要はありません。,宅地建物取引業法35条,正答肢を自然化。,rewritten
official_h19_q40_c4,official,管理業務主任者問題確認一覧.csv,h19_q40,h19,平成19年度,,40,4,宅建業法,共用部分規約案の説明,single_choice,true_false,共用部分に関する規約が案の段階であれば、その案については重要事項説明の対象に含めなくてよい。,0,×,この記述は誤りです。共用部分の規約が案の段階であっても、その案は説明対象に含める必要があります。,宅地建物取引業法35条,案の状態でも説明対象になる点を明示。,rewritten
official_h19_q42_c1,official,管理業務主任者問題確認一覧.csv,h19_q42,h19,平成19年度,,42,1,宅建業法,契約不適合責任と特約,single_choice,true_false,中古マンションを宅地建物取引業者でない者へ売却する場合、買主は損害賠償請求をすることができず、瑕疵の修補請求だけをしなければならないとする特約は有効である。,0,×,この記述は誤りです。宅建業者売主が買主に不利な形で責任を制限する特約には、宅建業法上の制限があります。,民法・宅地建物取引業法40条,長い特約文を一問一答化。,rewritten
official_h19_q42_c2,official,管理業務主任者問題確認一覧.csv,h19_q42,h19,平成19年度,,42,2,宅建業法,宅建業者売主の責任期間,single_choice,true_false,宅建業者が売主で、引渡しから1年間のみ責任を負うと特約しても、その特約は買主に不利な制限として無効となり、結局は買主が瑕疵を知った時から1年間責任を負うことになる。,1,○,この記述は正しいです。引渡しから1年間のみ責任を負うとする特約は宅建業法上無効であり、民法の原則に戻って、買主が瑕疵を知った時から1年以内に権利行使できます。,民法・宅地建物取引業法40条,解説の結論をそのまま一問一答へ整理。,rewritten
official_h19_q42_c3,official,管理業務主任者問題確認一覧.csv,h19_q42,h19,平成19年度,,42,3,宅建業法,故意過失限定の特約,single_choice,true_false,宅建業者売主が、故意又は過失がある場合に限って10年間責任を負うとする特約は有効である。,0,×,この記述は誤りです。買主に不利な責任限定特約は認められません。,民法・宅地建物取引業法40条,誤答肢を簡潔化。,rewritten
official_h19_q42_c4,official,管理業務主任者問題確認一覧.csv,h19_q42,h19,平成19年度,,42,4,宅建業法,無特約時の責任期間,single_choice,true_false,瑕疵担保責任について何ら取り決めをしなかった場合、宅建業者売主は当然に引渡しの日から2年間責任を負う。,0,×,この記述は誤りです。無特約だから当然に引渡しから2年となるわけではありません。,民法・宅地建物取引業法40条,「当然に2年」を誤りの核にした。,rewritten
official_h19_q48_c1,official,管理業務主任者問題確認一覧.csv,h19_q48,h19,平成19年度,,48,1,管理適正化法,標識掲示義務,single_choice,true_false,マンション管理業者は、事務所ごとに、公衆の見やすい場所へ登録番号や登録年月日、商号、代表者氏名、専任の管理業務主任者氏名などを記載した標識を掲げなければならない。,1,○,この記述は正しいです。標識掲示義務は、マンション管理業者に課せられた基本的義務の一つです。,マンション管理適正化法,列挙を簡潔にまとめた。,rewritten
official_h19_q48_c2,official,管理業務主任者問題確認一覧.csv,h19_q48,h19,平成19年度,,48,2,管理適正化法,基幹事務の再委託,single_choice,true_false,マンション管理業者は、管理組合から委託を受けた基幹事務については、一切他人に委託してはならない。,0,×,この記述は誤りです。法律が禁止しているのは、基幹事務を一括して他人に委託することであって、一切の再委託ではありません。,マンション管理適正化法,「一切」を誤りの核として残した。,rewritten
official_h19_q48_c3,official,管理業務主任者問題確認一覧.csv,h19_q48,h19,平成19年度,,48,3,管理適正化法,帳簿備付け義務,single_choice,true_false,マンション管理業者は、管理受託契約を締結したつど、その事務所ごとに業務に関して必要事項を記載した帳簿を備えなければならない。,1,○,この記述は正しいです。マンション管理業者には、事務所ごとの帳簿備付け義務があります。,マンション管理適正化法,元文をそのまま自然化。,rewritten
official_h19_q48_c4,official,管理業務主任者問題確認一覧.csv,h19_q48,h19,平成19年度,,48,4,管理適正化法,財務書類等の閲覧,single_choice,true_false,マンション管理業者は、業務状況調書や貸借対照表、損益計算書等を事務所ごとに備え置き、営業時間中、関係者の求めに応じて閲覧させなければならない。,1,○,この記述は正しいです。業務状況調書や財務書類等の閲覧体制を整えることも、法が求める義務です。,マンション管理適正化法,閲覧義務の要点を整理。,rewritten
official_h19_q19_c1,official,管理業務主任者問題確認一覧.csv,h19_q19,h19,平成19年度,,19,1,建築・設備,昇降機定期検査資格,single_choice,true_false,一級建築士は、建築基準法第12条第3項の定める内容に適合する昇降機の定期検査資格者に含まれる。,1,○,この記述は正しいです。一級建築士は、ここで問われている昇降機の定期検査資格者の枠組みに入ります。,建築基準法12条3項,列挙肢を一問一答化。,rewritten
official_h19_q19_c2,official,管理業務主任者問題確認一覧.csv,h19_q19,h19,平成19年度,,19,2,建築・設備,昇降機定期検査資格,single_choice,true_false,二級建築士は、建築基準法第12条第3項の定める内容に適合する昇降機の定期検査資格者に含まれる。,1,○,この記述は正しいです。二級建築士も、ここで問われている昇降機の定期検査資格者の枠組みに入ります。,建築基準法12条3項,列挙肢をそのまま処理。,rewritten
official_h19_q19_c3,official,管理業務主任者問題確認一覧.csv,h19_q19,h19,平成19年度,,19,3,建築・設備,建築設備検査資格者講習,single_choice,true_false,国土交通大臣の登録を受けた建築設備検査資格者講習の修了者は、昇降機の定期検査資格者に含まれる。,0,×,この記述は誤りです。建築設備検査資格者講習の修了者は、この設問で問われている昇降機の定期検査資格者には適合しません。,建築基準法12条3項,誤答肢の核を簡潔化。,rewritten
official_h19_q19_c4,official,管理業務主任者問題確認一覧.csv,h19_q19,h19,平成19年度,,19,4,建築・設備,建築基準適合判定資格者,single_choice,true_false,国土交通大臣が定める要件を満たした建築基準適合判定資格者は、昇降機の定期検査資格者に含まれる。,1,○,この記述は正しいです。一定の要件を満たした建築基準適合判定資格者は、法令上の資格者の枠組みに含まれます。,建築基準法12条3項,条件部分を整理して自然化。,rewritten
official_h19_q22_c1,official,管理業務主任者問題確認一覧.csv,h19_q22,h19,平成19年度,,22,1,建築・設備,共同住宅用スプリンクラー設備,single_choice,true_false,共同住宅用スプリンクラー設備の制御弁は、パイプシャフト、パイプダクトその他これらに類するものの中に設ける。,1,○,この記述は正しいです。制御弁の設置場所についての説明として、制度の枠組みに沿っています。,消防関係法令,OCRが比較的安定している文をそのまま採用。,rewritten
official_h19_q22_c2,official,管理業務主任者問題確認一覧.csv,h19_q22,h19,平成19年度,,22,2,建築・設備,小区画型ヘッド,single_choice,true_false,共同住宅用スプリンクラー設備のスプリンクラーヘッドは、自治省令に規定する小区画型ヘッドのうち、感度種別が一種であるものに限る。,1,○,この記述は正しいです。小区画型ヘッドに関する説明として、制度の枠組みに沿っています。,消防関係法令,原文をそのまま活用。,rewritten
official_h19_q22_c3,official,管理業務主任者問題確認一覧.csv,h19_q22,h19,平成19年度,,22,3,建築・設備,同時放水時の放水量,single_choice,true_false,共同住宅用スプリンクラー設備では、4個のスプリンクラーヘッドを同時に使用した場合の放水量について、一定の基準が設けられている。,1,○,この記述は正しいです。同時放水時の放水量については、制度上一定の基準が設けられています。,消防関係法令,数値部分のOCRが不安定なため、真偽の核だけ残して自然化。,rewritten
