exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
2012,平成24年度,41,single,判例・横断総合,h24;single_choice;direct_question;parsed,宅地建物取引業者（宅地建物取引業法（昭和27年法律第176号）第2条3号に規定する者をいう。以下同じ。）Aが、新築の分譲マンションを宅地建物取引業者でない買主Bに売却した場合における、瑕疵担保責任に関する次の記述のうち、民法及び宅地建物取引業法の規定によれば、正しいものはどれか。,,,,,,AB間において、Aが瑕疵担保責任を負う期間を「物件の引渡しの日から1年間」 と定めた場合でも、Aは「物件の引渡しの日から2年間」瑕疵担保責任を負わなけれ ばならない。,瑕疵担保責任の内容として、Bは損害賠償請求に代えて瑕疵の補修を請求すること もできる旨の特約は有効である。,当該マンションの販売代理業者は、マンションの隠れた瑕疵についてAと連帯して 瑕疵担保責任を負う。,Aに故意又は重大な過失があったときは瑕疵担保責任を負うが、軽過失のときはそ の責任を負わない旨の特約は有効である。,2,FALSE,FALSE,,正解は2です。瑕疵担保責任の内容として損害賠償請求に代えて瑕疵の補修を請求できる旨の特約は有効です（2）。1は宅建業者でない買主との間では2年の法定最低期間は適用されません。3の販売代理業者の連帯責任、4の軽過失免責特約の有効性はいずれも誤りです。,（2）1は宅建業者でない買主との間では2年の法定最低期間は適用されません 瑕疵担保責任の内容として損害賠償請求に代えて瑕疵の補修を請求できる旨の特約は有効です（2）。,（2）1は宅建業者でない買主との間では2年の法定最低期間は適用されません 瑕疵担保責任の内容として損害賠償請求に代えて瑕疵の補修を請求できる旨の特約は有効です（2）。,1:（1）「AB間において、Aが瑕疵担保責任を負う期間を「物件の引渡しの日から1年間」 と定めた場合でも、Aは「物件の引渡しの日から2年間」瑕疵担保責任を負わなけれ ばならない。」は、正答（2）「瑕疵担保責任の内容として、Bは損害賠償請求に代えて瑕疵の補修を請求すること もできる旨の特約は有…」と異なる組合せです。解説のとおり、各肢の要件（B）との対応を確認してください。;3:（3）の内容は、正答（2）「瑕疵担保責任の内容として、Bは損害賠償請求に代えて瑕疵の補修を請求すること もできる旨の特約は有効である。」が示す論点とずれています。;4:（4）「Aに故意又は重大な過失があったときは瑕疵担保責任を負うが、軽過失のときはそ の責任を負わない旨の特約は有効である。」は、正答（2）「瑕疵担保責任の内容として、Bは損害賠償請求に代えて瑕疵の補修を請求すること もできる旨の特約は有…」と異なる組合せです。解説のとおり、各肢の要件（B）との対応を確認してください。,,
2012,平成24年度,42,single,判例・横断総合,h24;single_choice;direct_question;parsed,マンション建替組合（以下本間において「組合」という。）に関する次の記述のうち、マンションの建替えの円滑化等に関する法律（平成14年法律第78号）の規定によれば、正しいものはどれか。,,,,,,組合は、必ずしも法人としなくてもよい。,組合を設立するためには、建替え合意者が5人以上共同して、定款を定め、都道府 県知事等の認可を受けなければならないが、事業計画を定めるのは認可後でよい。,組合の設立の認可を申請しようとする建替え合意者は、組合の設立について、建替 え合意者の5分の4以上の同意を得なければならない。,組合において権利変換計画及びその変更を行うときは、組合員の議決権及び持分割 合の各5分の4以上の総会決議で決する。 25,4,FALSE,FALSE,,正解は4です。建替円滑化法により権利変換計画及びその変更は組合員の議決権及び持分割合各5分の4以上の総会決議が必要です（4）。1は組合は法人である必要があります。2は事業計画も認可申請前に定めます。3の設立同意は5分の4以上です。,（4）1は組合は法人である必要があります 建替円滑化法により権利変換計画及びその変更は組合員の議決権及び持分割合各5分の4以上の総会決議が必要です（4）。,（4）1は組合は法人である必要があります 建替円滑化法により権利変換計画及びその変更は組合員の議決権及び持分割合各5分の4以上の総会決議が必要です（4）。,1:根拠の記述が異なります。解説では「建替円滑化法」が根拠ですが、（1）は「必ずしも法」を根拠とする内容です。;2:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（2）「組合を設立するためには、建替え合意者が5人以上共同して、定款を定め、都道府 県知事等の認可を受けなければならないが、事業計画を定めるのは認可後で…」は本問の正答（4）とは異なるため不適です。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「組合の設立の認可を申請しようとする建替え合意者は、組合の設立について、建替 え合意者の5分の4以上の同意を得なければならない。」は本問の正答（4）とは異なるため不適です。,,
2012,平成24年度,43,single,判例・横断総合,h24;single_choice;direct_question;parsed,区分所有者Aが、自己所有のマンションの専有部分をBに賃貸する場合に関する次の記述のうち、民法及び借地借家法（平成3年法律第90号）の規定によれば、誤っているものはどれか。,,,,,,AB間の賃貸借を定期建物賃貸借契約とするときは、契約を公正証書その他何らか の書面によってしなければならない。,AB間の賃貸借を定期建物賃貸借契約ではない期間2年間の賃貸借契約とするとき に、賃借人からの中途解約を認めない旨の特約は有効である。,Bが、Aの承諾を得ないで当該専有部分をCに転貸しようとする契約を締結したと きは、まだCが専有部分を使用していない場合でも、AはBとの賃貸借契約を解除す ることができる。,Bが、Aの同意を得て専有部分に付加した造作について、賃貸借契約の終了時に、 Aに買取請求をすることができない旨の特約は有効である。,3,FALSE,FALSE,,正解は3です。この設問は誤り・不適切なものを選ぶ問題です。無断転貸契約の締結だけでは、転借人がまだ使用していない段階で直ちに賃貸借契約を解除できるとは限りません（3が誤り）。1の定期建物賃貸借の書面要件、2の中途解約禁止特約、4の造作買取請求禁止特約はいずれも有効です。,この設問は誤り・不適切なものを選ぶ問題です。,正解は3です。この設問は誤り・不適切なものを選ぶ問題です。無断転貸契約の締結だけでは、転借人がまだ使用していない段階で直ちに賃貸借契約を解除できるとは限りません（3が誤り）。1の定期建物賃貸借の書面要件、2の中途解約禁止特約、4の造作買取請求禁止特約はいずれも有効です。,1:（1）「AB間の賃貸借を定期建物賃貸借契約とするときは、契約を公正証書その他何らか の書面によってしなければならない。」は、正答（3）「Bが、Aの承諾を得ないで当該専有部分をCに転貸しようとする契約を締結したと きは、まだCが専有部…」と異なる組合せです。解説のとおり、各肢の要件（BACCAB）との対応を確認してください。;2:（2）「AB間の賃貸借を定期建物賃貸借契約ではない期間2年間の賃貸借契約とするとき に、賃借人からの中途解約を認めない旨の特約は有効である。」は、正答（3）「Bが、Aの承諾を得ないで当該専有部分をCに転貸しようとする契約を締結したと きは、まだCが専有部…」と異なる組合せです。解説のとおり、各肢の要件（BACCAB）との対応を確認してください。;4:（4）「Bが、Aの同意を得て専有部分に付加した造作について、賃貸借契約の終了時に、 Aに買取請求をすることができない旨の特約は有効である。」は、正答（3）「Bが、Aの承諾を得ないで当該専有部分をCに転貸しようとする契約を締結したと きは、まだCが専有部…」と異なる組合せです。解説のとおり、各肢の要件（BACCAB）との対応を確認してください。,,
2012,平成24年度,44,single,判例・横断総合,h24;single_choice;direct_question;parsed,各種の法令に関する次の記述のうち、正しいものはどれか。,,,,,,自動車の保管場所の確保等に関する法律（昭和37年法律第145号）によれば、何人 も自動車を道路上の同一場所に引き続き 8時間以上（夜間においては5時間以上）駐 車する行為をしてはならない。,エネルギーの使用の合理化に関する法律（昭和54年法律第49号）によれば、延床面 積の合計が300m以上の共同住宅については、定期に当該建築物の維持保全の状況に ついて、所管行政庁に報告しなければならない。,消防法（昭和23年法律第186号）によれば、一定の防火対象物の関係者は、当該防 火対象物における消防用設備について、総務省令で定めるところにより、定期に消防 設備士等の有資格者に点検させ、その結果を消防長又は消防署長に報告しなければな らない。,備業法（昭和47年法律第117号）によれば、備業者及び備員は、備業務を 行うに当たっては、内閣府令で定める公務員の法令に基づいて定められた制服と型式 又は標章により、明確に識別することができる服装を用いなければならないが、服装 のまでは規制されていない。 26,3,FALSE,FALSE,,正解は3です。消防法により防火対象物の関係者は消防用設備等について有資格者による定期点検を行い、その結果を消防長又は消防署長に報告しなければなりません（3）。1の道路駐車時間、2のエネルギー法の報告要件、4の警備業法の服装規制はいずれも記述が誤っています。,（3）1の道路駐車時間 消防法により防火対象物の関係者は消防用設備等について有資格者による定期点検を行い、その結果を消防長又は消防署長に報告しなければなりません（3）。,（3）1の道路駐車時間 消防法により防火対象物の関係者は消防用設備等について有資格者による定期点検を行い、その結果を消防長又は消防署長に報告しなければなりません（3）。,1:根拠の記述が異なります。解説では「消防法」が根拠ですが、（1）は「保管場所の確保等に関する法」を根拠とする内容です。;2:根拠の記述が異なります。解説では「消防法」が根拠ですが、（2）は「ーの使用の合理化に関する法」を根拠とする内容です。;4:根拠の記述が異なります。解説では「消防法」が根拠ですが、（4）は「備業法（昭和47年法」を根拠とする内容です。,,
2012,平成24年度,45,single,判例・横断総合,h24;single_choice;direct_question;parsed,"宅地建物取引業者Aが自ら売主として、宅地建物取引業者でない買主Bに代金4,000万円で中古マンションを売却する場合における、Aの手付金等に関する次の行為のうち、宅地建物取引業法の規定に違反しないものはどれか。",,,,,,Bは、売買契約書の内容に基づいて手付金400万円をAに支払ったが、Aは当該手 付金について保全措置を講じなかった。,Aは、手付金500万円を受領したが、当該マンションについてAの所有権保存の登 記がされた後だったため、保全措置を講じなかった。,Aは、Bとの売買契約書に基づき証約手付金の名目で600万円を受領したが、解約 手付として受領したものではなかったため、AB双方が履行に着手する前だったにも 関わらず、Bからの契約解除に応じなかった。,Aは、Bから受領した手付金400万円をBに返還すれば、手付に基づく解除をする ことができる旨の特約をした。,1,FALSE,FALSE,,"正解は1です。手付金400万円（代金4,000万円の10%）は宅建法36条の上限内であり、解約手付としての手付金については37条の保全措置を要しない場合があります（1）。2は引渡し前の手付金500万円で保全必要、3の証約手付600万円は解約手付として機能せず解除に応じるべき、4の手付返還による解除特約は無効です。","（1）2は引渡し前の手付金500万円で保全必要 手付金400万円（代金4,000万円の10%）は宅建法36条の上限内であり、解約手付としての手付金については37条の保全措置を要しない場合…","（1）2は引渡し前の手付金500万円で保全必要 手付金400万円（代金4,000万円の10%）は宅建法36条の上限内であり、解約手付としての手付金については37条の保全措置を要しない場合があります（1）。",2:（2）「Aは、手付金500万円を受領したが、当該マンションについてAの所有権保存の登 記がされた後だったため、保全措置を講じなかった。」は、正答（1）「Bは、売買契約書の内容に基づいて手付金400万円をAに支払ったが、Aは当該手 付金について保全措…」と異なる組合せです。解説のとおり、各肢の要件（BAA）との対応を確認してください。;3:（3）「Aは、Bとの売買契約書に基づき証約手付金の名目で600万円を受領したが、解約 手付として受領したものではなかったため、AB双方が履行に着手する前だったにも 関わらず、Bからの契約解除に応じなかった。」は、正答（1）「Bは、売買契約書の内容に基づいて手付金400万円をAに支払ったが、Aは当該手 付金について保全措…」と異なる組合せです。解説のとおり、各肢の要件（BAA）との対応を確認してください。;4:（4）「Aは、Bから受領した手付金400万円をBに返還すれば、手付に基づく解除をする ことができる旨の特約をした。」は、正答（1）「Bは、売買契約書の内容に基づいて手付金400万円をAに支払ったが、Aは当該手 付金について保全措…」と異なる組合せです。解説のとおり、各肢の要件（BAA）との対応を確認してください。,,
2012,平成24年度,46,single,判例・横断総合,h24;single_choice;most_appropriate;parsed,マンションの管理の適正化に関する指針（平成13年国土交通省告示第1288号）に関する次の記述のうち、最も適切なものはどれか。,,,,,,マンションの管理は、専門的な知識を必要とすることが多いことから、管理組合か ら委託を受けた専門的知識を有する者であるマンション管理業者が主体性をもって、 適切な対応をするよう心がけることが重要である。,管理委託契約先を選定する場合には、管理組合の管理者等は、事前に必要な資料を 収集し、マンションの区分所有者等にその情報を公開するとともに、マンション管理 業者の行う説明会を活用し、適正な選定がなされるように努める必要がある。,管理規約又は使用細則等に違反する行為があった場合、マンション管理業者は、そ の是正のため、必要な勧告、指示等を行うとともに、法令等に則り、その是正又は排 除を求める措置をとらなければならない。,複合用途型マンションにあっては、住宅部分と非住宅部分はそれぞれ別々の管理を 行い、費用負担等についても特段配慮することなく、住宅部分の利害を中心に管理す ることが望ましい。 27,2,FALSE,FALSE,,正解は2です。管理委託先選定にあたり管理者等は資料収集・情報公開と説明会の活用により適正な選定を図る必要があります（2）。1は管理主体は管理組合である点、3は違反是正は管理組合の権限、4の複合用途マンションの費用配分配慮はいずれも指針の趣旨と異なります。,（2）1は管理主体は管理組合である点 管理委託先選定にあたり管理者等は資料収集・情報公開と説明会の活用により適正な選定を図る必要があります（2）。,（2）1は管理主体は管理組合である点 管理委託先選定にあたり管理者等は資料収集・情報公開と説明会の活用により適正な選定を図る必要があります（2）。,1:（1）の内容は、正答（2）「管理委託契約先を選定する場合には、管理組合の管理者等は、事前に必要な資料を 収集し、マンションの区分所有者等にそ…」が示す論点とずれています。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「管理規約又は使用細則等に違反する行為があった場合、マンション管理業者は、そ の是正のため、必要な勧告、指示等を行うとともに、法令等に則り、その是…」は本問の正答（2）とは異なるため不適です。;4:（4）の内容は、正答（2）「管理委託契約先を選定する場合には、管理組合の管理者等は、事前に必要な資料を 収集し、マンションの区分所有者等にそ…」が示す論点とずれています。,,
2012,平成24年度,47,single,判例・横断総合,h24;single_choice;direct_question;parsed,マンション管理業者が行う重要事項の説明に関する次の記述のうち、マンション管理適正化法によれば、正しいものはどれか。,,,,,,マンション管理業者は、重要事項の説明会を開催する場合、当該説明会の日の一週 間前までに、重要事項並びに説明会の日時及び場所を記載した書面を当該管理組合の 管理者に交付すればよい。,マンション管理業者は、従前の管理受託契約と同一の条件で管理組合との管理受託 契約を更新しようとするときは、区分所有者等全員に対し、重要事項を記載した書面 を交付したうえで、重要事項の説明会を開催しなければならない。,マンション管理業者は、重要事項を記載した書面を交付する際、事務所ごとに置か れる専任の管理業務主任者をして、当該書面に記名押印させなければならない。,マンション管理業者は、新たに建設されたマンションの当該建設工事の完了の日か ら1年を経過する日までの間に契約期間が満了する管理受託契約を締結するときは、 重要事項を説明する義務はない。,3,FALSE,FALSE,,正解は3です。重要事項を記載した書面の交付時には、事務所ごとに置かれる専任の管理業務主任者の記名押印が必要です（3）。1の1週間前交付、2の同一条件更新時の全員説明、4の新築1年以内満了契約の説明義務免除はいずれも誤りです。,（3）1の1週間前交付 重要事項を記載した書面の交付時には、事務所ごとに置かれる専任の管理業務主任者の記名押印が必要です（3）。,（3）1の1週間前交付 重要事項を記載した書面の交付時には、事務所ごとに置かれる専任の管理業務主任者の記名押印が必要です（3）。,1:（1）の内容は、正答（3）「マンション管理業者は、重要事項を記載した書面を交付する際、事務所ごとに置か れる専任の管理業務主任者をして、当該…」が示す論点とずれています。;2:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（2）「マンション管理業者は、従前の管理受託契約と同一の条件で管理組合との管理受託 契約を更新しようとするときは、区分所有者等全員に対し、重要事項を記載…」は本問の正答（3）とは異なるため不適です。;4:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（4）「マンション管理業者は、新たに建設されたマンションの当該建設工事の完了の日か ら1年を経過する日までの間に契約期間が満了する管理受託契約を締結する…」は本問の正答（3）とは異なるため不適です。,,
2012,平成24年度,48,single,判例・横断総合,h24;single_choice;direct_question;parsed,管理組合の財産の分別管理に関する次の記述のうち、マンション管理適正化法によれば、正しいものはどれか。,,,,,,収納・保管口座とは、マンションの区分所有者等から徴収された修繕積立金等金銭 を預入し、預貯金として管理するための口座であって、マンション管理業者を名義人 とするものをいう。,マンション管理業者は、修繕積立金等金銭を管理する場合にあっては、収納口座に 係る管理組合等の印鑑、預貯金の引出用のカードその他これらに類するものを管理し てはならない。,マンション管理業者は、修繕積立金等が有価証券である場合、金融機関又は証券会 社に、当該有価証券の保管場所を自己の固有財産及び他の管理組合の財産である有価 証券の保管場所と明確に区分させて管理させなければならない。,マンション管理業者は、マンション管理業者から委託を受けた者がマンションの区 分所有者等から修繕積立金等金銭を徴収する場合であれば、マンションの区分所有者 等から徴収される1月分の修繕積立金等金銭の合計額以上の額につき、有効な保証契 約を締結しなくてもよい。 28,2,FALSE,FALSE,,正解は2です。修繕積立金等金銭を管理する場合、収納口座に係る管理組合等の印鑑・引出カード等を管理業者が保管してはなりません（2）。1の収納・保管口座の定義、3の有価証券保管の区分管理、4の1か月分合計額以上の保証契約はいずれも法の定めどおりです。,（2）1の収納・保管口座の定義 修繕積立金等金銭を管理する場合、収納口座に係る管理組合等の印鑑・引出カード等を管理業者が保管してはなりません（2）。,（2）1の収納・保管口座の定義 修繕積立金等金銭を管理する場合、収納口座に係る管理組合等の印鑑・引出カード等を管理業者が保管してはなりません（2）。,1:（1）の内容は、正答（2）「マンション管理業者は、修繕積立金等金銭を管理する場合にあっては、収納口座に 係る管理組合等の印鑑、預貯金の引出用…」が示す論点とずれています。;3:（3）の内容は、正答（2）「マンション管理業者は、修繕積立金等金銭を管理する場合にあっては、収納口座に 係る管理組合等の印鑑、預貯金の引出用…」が示す論点とずれています。;4:（4）の内容は、正答（2）「マンション管理業者は、修繕積立金等金銭を管理する場合にあっては、収納口座に 係る管理組合等の印鑑、預貯金の引出用…」が示す論点とずれています。,,
2012,平成24年度,49,count,判例・横断総合,h24;count;count_incorrect;parsed,マンション管理業者に課せられている義務に関する次の記述のうち、マンション管理適正化法の規定によれば、誤っているものはいくつあるか。アマンション管理業者は、当該マンション管理業者の業務及び財産の状況を記載した書類をその事務所ごとに備え置き、その業務に係る関係者の求めに応じ、これを閲覧させなければならない。イマンション管理業者は、管理組合から委託を受けた管理事務について、帳簿を作成し、これを保存しなければならない。ウマンション管理業者は、正当な理由がなく、その業務に関して知り得た秘密を漏らしてはならないが、マンション管理業者でなくなった場合は、その義務を負わない。エマンション管理業者は、管理組合から委託を受けた管理事務のうち基幹事務については、その一部であっても他人に委託してはならない。,,,,,,一つ,二つ,三つ,四つ 29,1,FALSE,FALSE,,正解は1です。誤っているものは一つです。ウは管理業者でなくなった後も秘密保持義務は存続します（誤り）。アの書類備置・閲覧、イの帳簿作成保存、エの基幹事務の再委託禁止はいずれも正しいです。,誤っているものは一つです。,正解は1です。誤っているものは一つです。ウは管理業者でなくなった後も秘密保持義務は存続します（誤り）。アの書類備置・閲覧、イの帳簿作成保存、エの基幹事務の再委託禁止はいずれも正しいです。,2:（2）「二つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション管理業者に課せられている義務に関する次の記述のうち、マンション管理適正化法の規定によれ…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「三つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション管理業者に課せられている義務に関する次の記述のうち、マンション管理適正化法の規定によれ…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「四つ 29」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション管理業者に課せられている義務に関する次の記述のうち、マンション管理適正化法の規定によれ…）と照らし、設問が問う論点に合う肢を選び直してください。,,
2012,平成24年度,50,single,判例・横断総合,h24;single_choice;direct_question;parsed,管理業務主任者（マンション管理適正化法第2条第9号に規定する者をいう。）に関する次の記述のうち、マンション管理適正化法によれば、誤っているものはどれか。,,,,,,管理業務主任者は、登録を受けた事項のうち、転職などにより業務に従事するマン ション管理業者に変更があった場合、管理業務主任者証の記載の訂正を受けなければ ならない。,管理業務主任者証の有効期間は5年であるが、有効期間の更新を受けようとする場 合、交付の申請の日前6月以内に行われる登録講習機関が行う講習を受けなければな らない。,管理業務主任者は、登録が消除されたとき、又は理業務主任者証がその効力を失 ったときは、速やかに、管理業務主任者証を国土交通大臣に返納しなければならない。,管理業務主任者は、国土交通大臣より事務の禁止処分を受けたときは、速やかに、 管理業務主任者証を国土交通大臣に提出しなければならない。 30,1,FALSE,FALSE,,正解は1です。この設問は誤り・不適切なものを選ぶ問題です。転職等により従事する管理業者が変更になった場合は変更登録を受ける必要がありますが、必ずしも証の記載訂正のみで足りるわけではありません（1が誤り）。2の更新講習、3の消除・効力喪失時の返納、4の禁止処分時の提出義務はいずれも正しいです。,この設問は誤り・不適切なものを選ぶ問題です。,正解は1です。この設問は誤り・不適切なものを選ぶ問題です。転職等により従事する管理業者が変更になった場合は変更登録を受ける必要がありますが、必ずしも証の記載訂正のみで足りるわけではありません（1が誤り）。2の更新講習、3の消除・効力喪失時の返納、4の禁止処分時の提出義務はいずれも正しいです。,2:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（2）「管理業務主任者証の有効期間は5年であるが、有効期間の更新を受けようとする場 合、交付の申請の日前6月以内に行われる登録講習機関が行う講習を受けな…」は本問の正答（1）とは異なるため不適です。;3:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（3）「管理業務主任者は、登録が消除されたとき、又は理業務主任者証がその効力を失 ったときは、速やかに、管理業務主任者証を国土交通大臣に返納しなければな…」は本問の正答（1）とは異なるため不適です。;4:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（4）「管理業務主任者は、国土交通大臣より事務の禁止処分を受けたときは、速やかに、 管理業務主任者証を国土交通大臣に提出しなければならない。 30」は本問の正答（1）とは異なるため不適です。,,
2013,平成25年度,1,count,判例・横断総合,h25;count;count_correct;parsed,マンション（マンションの管理の適正化の推進に関する法律（平成12年法律第149号。以下「マンション管理適正化法」という。）第2条第1号に規定するものをいう。以下同じ。）の管理組合法人A（以下、本問において「A」という。）が、マンション管理業者（マンション管理適正化法第2条第8号に規定する者をいう。以下同じ。）B（以下、本問において「B」という。）との間で管理委託契約（以下、本間において「本件契約」という。）締結の前に、Bが管理業務主任者（マンション管理適正化法第2条第9号に規定する者をいう。以下同じ。）をして、重要事項の説明をさせ、その後、本件契約を締結した場合に関する次の記述のうち、民法及び建物の区分所有等に関する法律（昭和37年法律第69号。以下「区分所有法」という。）の規定によれば、正しいものはいくつあるか。ア 本件契約の締結前に開催した契約に関する重要事項についての説明会において、本件契約の内容について説明を行う管理業務主任者は、Bの復代理人である。イ 本件契約を締結したAを代表する理事Cは、Aの代理人ではない。ウ 本件契約を締結したAを代表する理事Cが本件契約締結後に行為能力を喪失したときは、その後、C以外のAの理事によって本件契約が追認されない限り、本件契約は効力を生じない。エ 本件契約を締結したAを代表する理事Cが、Bを他のマンション管理業者Dであると誤認して本件契約を締結した場合に、Cが誤認したことについて重大な過失がないときは、Aは錯誤を理由に本件契約を取消し又は解除することができる。,,,,,,一つ,二つ,三つ,四つ,1,FALSE,FALSE,,正解は1です。正しいものはイの一つです。理事Cは管理組合法人Aを代表して契約する者であり、Aの代理人ではありません。アは重要事項説明者が当然Bの復代理人とは限りません。ウは契約締結後に代表理事が行為能力を喪失しても既成立の契約は追認なく効力を生じます。エは法人の代表者の相手方誤認は個人の錯誤取消しと同視できません。,正しいものはイの一つです。,正解は1です。正しいものはイの一つです。理事Cは管理組合法人Aを代表して契約する者であり、Aの代理人ではありません。アは重要事項説明者が当然Bの復代理人とは限りません。ウは契約締結後に代表理事が行為能力を喪失しても既成立の契約は追認なく効力を生じます。エは法人の代表者の相手方誤認は個人の錯誤取消しと同視できません。,2:（2）「二つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション（マンションの管理の適正化の推進に関する法律（平成12年法律第149号。以下「マンショ…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「三つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション（マンションの管理の適正化の推進に関する法律（平成12年法律第149号。以下「マンショ…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「四つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「一つ」です。問題文の条件（マンション（マンションの管理の適正化の推進に関する法律（平成12年法律第149号。以下「マンショ…）と照らし、設問が問う論点に合う肢を選び直してください。,,
2013,平成25年度,2,count,判例・横断総合,h25;count;count;parsed,あるマンション管理業者が、管理組合との間で締結した管理委託契約に基づく業務の一つとして、管理費滞納者に対して管理費（水道光熱費は含まないものとする。）の支払いを促する業務がある場合において、当該マンション管理業者が促を行う予定の次の者のうち、管理費債務を負担しないことから、促の相手方として不適切であるものはいくつあるか。ア 区分所有者の相続人イ区分所有者から当該専有部分を賃借している者ウ 区分所有者から当該専有部分の贈与を受けた者エ 区分所有者と当該専有部分に同居している2親等内の親族,,,,,,一つ,二つ,三つ,四つ,2,FALSE,FALSE,,正解は2です。不適切なものは二つです。管理費債務は区分所有者が負い、賃借人（イ）や同居親族（エ）は債務者ではないため促の相手として不適切です。アの相続人は相続開始後は債務を承継し、ウの贈与により所有権移転済みの受贈者は区分所有者として請求対象となり得ます。,不適切なものは二つです。,正解は2です。不適切なものは二つです。管理費債務は区分所有者が負い、賃借人（イ）や同居親族（エ）は債務者ではないため促の相手として不適切です。アの相続人は相続開始後は債務を承継し、ウの贈与により所有権移転済みの受贈者は区分所有者として請求対象となり得ます。,1:（1）「一つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「二つ」です。問題文の条件（あるマンション管理業者が、管理組合との間で締結した管理委託契約に基づく業務の一つとして、管理費滞…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「三つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「二つ」です。問題文の条件（あるマンション管理業者が、管理組合との間で締結した管理委託契約に基づく業務の一つとして、管理費滞…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「四つ」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「二つ」です。問題文の条件（あるマンション管理業者が、管理組合との間で締結した管理委託契約に基づく業務の一つとして、管理費滞…）と照らし、設問が問う論点に合う肢を選び直してください。,,
2013,平成25年度,3,single,判例・横断総合,h25;single_choice;direct_question;parsed,"管理費の支払い等に関する次の記述のうち、民法及び区分所有法の規定によれば、正しいものはどれか。なお、本問において管理組合の管理費月額は10,000円であり、毎月月末に当月分を支払う定めがあるものとする。",,,,,,"区分所有者が、管理組合に対して、ある期の管理費について、管理費月額を15,000 円であると誤認して支払った場合には、その過払分5,000円については、次期の管理 費として然に充され、管理組合に対して返還請求をすることはできない。","区分所有者が、管理組合に対して、ある年の5月分の管理費月額10,000円を同年5 月1日に支払った場合には、当該区分所有者は、同年5月末日の到来前において、管 理組合に対して、その支払額の返還を請求することができる。",区分所有者Aが、他の区分所有者Bの管理費を立て替えて支払った場合に、Aは、 Bに対して有する求償権について、Bの区分所有権及び建物に備え付けた動産の上に 先取特権を有する。,区分所有者が、管理組合の理事長に対して、不法なことを行わせる目的で金銭を給 付した場合に、当該区分所有者は、当該理事長に対して、上記給付は公序良俗に反し 無効であるとして返還を請求することができる。 2,3,FALSE,FALSE,,正解は3です。719条により管理費を立替払した区分所有者Aは、Bに対する求償権についてBの区分所有権及び専有部分内の建物に備え付けた動産について先取特権を有します。1の過払分は不当利得として返還請求できます。2は期日前の任意弁済は有効です。4は理事長個人への給付は公序良俗違反の無効を主張し得ますが、本問の正解は3です。,719条により管理費を立替払した区分所有者Aは、Bに対する求償権についてBの区分所有権及び専有部分内の建物に備え付けた動産について先取特権を有します。,正解は3です。719条により管理費を立替払した区分所有者Aは、Bに対する求償権についてBの区分所有権及び専有部分内の建物に備え付けた動産について先取特権を有します。1の過払分は不当利得として返還請求できます。2は期日前の任意弁済は有効です。4は理事長個人への給付は公序良俗違反の無効を主張し得ますが、本問の正解は3です。,"1:正答の解説と、主体・手続・効果のいずれかが一致していません。 選択肢（1）「区分所有者が、管理組合に対して、ある期の管理費について、管理費月額を15,000 円であると誤認して支払った場合には、その過払分5,000円につ…」は本問の正答（3）とは異なるため不適です。;2:（2）の内容は、正答（3）「区分所有者Aが、他の区分所有者Bの管理費を立て替えて支払った場合に、Aは、 Bに対して有する求償権について、Bの…」が示す論点とずれています。;4:（4）の内容は、正答（3）「区分所有者Aが、他の区分所有者Bの管理費を立て替えて支払った場合に、Aは、 Bに対して有する求償権について、Bの…」が示す論点とずれています。",,
